Order Title, Issued Date, Termination Date, Respondent, CMP Amount, NMLS ID, Restitution Amount, Restitution Comment, Bank Name, Bank City, Bank State, Cert Number, Category, Action Type, Docket Number, File Name, File URL
ORDER TO CEASE AND DESIST,1989-11-07,1993-02-11,UNION STATE BANK;,0;,N/A;,0;,N/A;,UNION STATE BANK;,CARRIZO SPRINGS;,TX;,16686;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-198b,10019.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GGAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-11-08,,EXCHANGE STATE BANK;,0;,N/A;,0;,N/A;,EXCHANGE STATE BANK;,LIME SPRINGS;,IA;,18594;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-210b,15043.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5IKAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1989-11-16,1993-10-13,AMERICAN BANK;,0;,N/A;,0;,N/A;,AMERICAN BANK;,NORCO;,LA;,19345;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-171b,10022.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5pAAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1989-11-17,1991-02-15,LOCKHART STATE BANK;,0;,N/A;,0;,N/A;,LOCKHART STATE BANK;,LOCKHART;,TX;,17850;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-133b,10023.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5pBAAS?operationContext=S1
MODIFICATION OF ORDER TO CEASE AND DESIST,1989-11-20,1991-01-08,THE HESSTON STATE BANK;,0;,N/A;,0;,N/A;,THE HESSTON STATE BANK;,HESSTON;,KS;,17279;,Modification of Action,Cease and Desist / Consent Orders,FDIC-88-230b,15044.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5ILAA0?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1989-11-21,,FIRST SECURITY BANK & TRUST COMPANY;,0;,N/A;,0;,N/A;,FIRST SECURITY BANK & TRUST COMPANY;,HAUGHTON;,LA;,4741;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-44b,15045.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5IOAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1989-11-22,1991-09-13,BADGER STATE BANK;,0;,N/A;,0;,N/A;,BADGER STATE BANK;,BADGER;,MN;,13272;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-101b,10024.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5pCAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1989-11-27,1990-12-28,PEOPLES STATE BANK;,0;,N/A;,0;,N/A;,PEOPLES STATE BANK;,DALLAS;,TX;,23104;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-219b,10025.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5pDAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1989-11-27,1994-04-08,ACADIA STATE BANK;,0;,N/A;,0;,N/A;,ACADIA STATE BANK;,BATON ROUGE;,LA;,26668;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-222b,10026.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5J4AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-11-28,1993-03-01,PEOPLES STATE BANK;,0;,N/A;,0;,N/A;,PEOPLES STATE BANK;,CLAREMORE;,OK;,23678;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-175b,10027.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z590AAC?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-01,1991-01-18,PEOPLES BANK;,0;,N/A;,0;,N/A;,PEOPLES BANK;,WESTVILLE;,OK;,2320;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-130b,10028.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z591AAC?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-04,1994-02-01,WAYNE COUNTY BANK AND TRUST COMPANY;,0;,N/A;,0;,N/A;,WAYNE COUNTY BANK AND TRUST COMPANY;,FAIRFIELD;,IL;,17781;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-224b,10029.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4GbAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-05,1992-03-17,COMMUNITY GUARDIAN BANK;,0;,N/A;,0;,N/A;,COMMUNITY GUARDIAN BANK;,ELMWOOD PARK;,NJ;,26331;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-227b,10030.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z593AAC?operationContext=S1
MODIFICATION OF ORDER TO CEASE AND DESIST,1989-12-06,1990-08-23,CAPITOL BANK & TRUST;,0;,N/A;,0;,N/A;,CAPITOL BANK & TRUST;,OKLAHOMA CITY;,OK;,18290;,Modification of Action,Cease and Desist / Consent Orders,FDIC-88-249b,15053.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5AWAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-12-11,,FARMERS AND MERCHANTS STATE BANK OF PIERZ;,0;,N/A;,0;,N/A;,FARMERS AND MERCHANTS STATE BANK OF PIERZ;,PIERZ;,MN;,10165;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-88b,15054.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4I5AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-11,1992-10-13,CITY THRIFT AND LOAN ASSOCIATION;,0;,N/A;,0;,N/A;,CITY THRIFT AND LOAN ASSOCIATION;,LOS ANGELES;,CA;,26495;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-223b,10031.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5AZAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-12-11,,THE LEE STATE BANK;,0;,N/A;,0;,N/A;,THE LEE STATE BANK;,BROWERVILLE;,MN;,15080;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-156b,15055.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5AaAAK?operationContext=S1
MODIFICATION OF ORDER TO CEASE AND DESIST,1989-12-13,1991-01-18,PEOPLES BANK;,0;,N/A;,0;,N/A;,PEOPLES BANK;,WESTVILLE;,OK;,2320;,Modification of Action,Cease and Desist / Consent Orders,FDIC-89-130b,15057.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5BDAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-12-15,,"THE FARMERS STATE BANK OF OAKLEY,KANSAS;",0;,N/A;,0;,N/A;,"THE FARMERS STATE BANK OF OAKLEY,KANSAS;",OAKLEY;,KS;,1867;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-281b,15058.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5BqAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-12-15,,ALEDO STATE BANK;,0;,N/A;,0;,N/A;,ALEDO STATE BANK;,ALEDO;,TX;,22593;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-37b,15059.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5ByAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-18,1990-12-10,FARMERS STATE BANK OF MADISONVILLE;,0;,N/A;,0;,N/A;,FARMERS STATE BANK OF MADISONVILLE;,MADISONVILLE;,TX;,1204;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-233b,10033.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5CbAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-18,1993-07-23,NORTH HOUSTON BANK;,0;,N/A;,0;,N/A;,NORTH HOUSTON BANK;,HOUSTON;,TX;,18776;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-232b,10032.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5CaAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-19,1990-11-21,ELIOT SAVINGS BANK;,0;,N/A;,0;,N/A;,ELIOT SAVINGS BANK;,BOSTON;,MA;,22320;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-238b,10034.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5CcAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-12-19,,FARMERS SAVINGS BANK;,0;,N/A;,0;,N/A;,FARMERS SAVINGS BANK;,BOYDEN;,IA;,13885;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-213b,15063.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5DuAAK?operationContext=S1
ORDER WITHDRAWING NOTICE OF CHARGES AND OF HEARING,1989-12-19,,REPUBLIC BANK OF TECUMSEH;,0;,N/A;,0;,N/A;,REPUBLIC BANK OF TECUMSEH;,TECUMSEH;,OK;,25670;,Withdrawal of Action,Cease and Desist / Consent Orders,FDIC-89-173b,15067.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5EYAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-21,1995-07-11,STATE BANK OF CYRUS;,0;,N/A;,0;,N/A;,STATE BANK OF CYRUS;,CYRUS;,MN;,10197;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-237b,10035.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5CdAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-22,1994-01-25,BANCO FINANCIERO DE PUERTO RICO;,0;,N/A;,0;,N/A;,BANCO FINANCIERO DE PUERTO RICO;,PONCE;,;,22302;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-239b,10036.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5D9AAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1989-12-28,,STRAWN SECURITY BANK;,0;,N/A;,0;,N/A;,STRAWN SECURITY BANK;,STRAWN;,TX;,5540;,Termination of Action,Cease and Desist / Consent Orders,FDIC-89-47b,15070.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5F5AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1989-12-29,1991-04-05,DESERT COMMUNITY BANK;,0;,N/A;,0;,N/A;,DESERT COMMUNITY BANK;,VICTORVILLE;,CA;,23066;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-244b,10037.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5U6AAK?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1990-01-02,,FIRST ACADIANA BANK;,0;,N/A;,0;,N/A;,FIRST ACADIANA BANK;,EUNICE;,LA;,19492;,Termination of Action,Cease and Desist / Consent Orders,FDIC-89-38b,15073.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5F8AAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-01-08,,ELGIN STATE BANK;,0;,N/A;,0;,N/A;,ELGIN STATE BANK;,ELGIN;,IA;,10489;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-136b,15075.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4GuAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-01-09,,TOTALBANK;,0;,N/A;,0;,N/A;,TOTALBANK;,MIAMI;,FL;,21468;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-2b,10038.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5U7AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-01-16,,LANDMARK BANK OF FORT WORTH;,0;,N/A;,0;,N/A;,LANDMARK BANK OF FORT WORTH;,FORT WORTH;,TX;,25146;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-7b,1990-01-01.pdf,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5P3AAK?operationContext=S1
MODIFICATION OF ORDER TO CEASE AND DESIST,1990-01-16,1992-03-18,FIRST BANK OF EUNICE;,0;,N/A;,0;,N/A;,FIRST BANK OF EUNICE;,EUNICE;,LA;,395;,Modification of Action,Cease and Desist / Consent Orders,FDIC-88-164b,15076.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FEAA0?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1990-01-17,,FARMERS STATE BANK & TRUST CO.;,0;,N/A;,0;,N/A;,FARMERS STATE BANK & TRUST CO.;,CHURCH POINT;,LA;,16114;,Termination of Action,Cease and Desist / Consent Orders,FDIC-86-51b,15077.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FlAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-01-19,1991-02-05,MAINE SAVINGS BANK;,0;,N/A;,0;,N/A;,MAINE SAVINGS BANK;,PORTLAND;,ME;,17721;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-10b,10040.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GWAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1990-01-22,1990-09-18,BAY CITY BANK & TRUST CO.;,0;,N/A;,0;,N/A;,BAY CITY BANK & TRUST CO.;,BAY CITY;,TX;,10350;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-9b,10041.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GXAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1990-01-24,1995-03-28,BANK OF LOUISIANA;,0;,N/A;,0;,N/A;,BANK OF LOUISIANA;,NEW ORLEANS;,LA;,17878;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-191b,10042.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GYAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1990-01-25,1992-10-27,BANK OF LONGVIEW;,0;,N/A;,0;,N/A;,BANK OF LONGVIEW;,LONGVIEW;,TX;,23883;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-8b,10043.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5H8AAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-01-25,,FIRST AMERICAN BANK AND TRUST;,0;,N/A;,0;,N/A;,FIRST AMERICAN BANK AND TRUST;,NORTH PALM BEACH;,FL;,18002;,Termination of Action,Cease and Desist / Consent Orders,FDIC-89-178b,15080.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FoAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-01-26,,EMPIRE STATE BANK;,0;,N/A;,0;,N/A;,EMPIRE STATE BANK;,NEW YORK;,NY;,26722;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-220b,15082.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FqAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-01-26,,EMPIRE STATE BANK;,0;,N/A;,0;,N/A;,EMPIRE STATE BANK;,NEW YORK;,NY;,26722;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-78b,15081.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FpAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-01-29,,"THE HOWARD STATE BANK, HOWARD, KANSAS;",0;,N/A;,0;,N/A;,"THE HOWARD STATE BANK, HOWARD, KANSAS;",HOWARD;,KS;,4693;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-333b,15083.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FrAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-01-31,,SCRIBNER BANK;,0;,N/A;,0;,N/A;,SCRIBNER BANK;,SCRIBNER;,NE;,14026;,Termination of Action,Cease and Desist / Consent Orders,FDIC-86-226b,15084.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FsAAK?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1990-01-31,,COMSTOCK BANK;,0;,N/A;,0;,N/A;,COMSTOCK BANK;,CARSON CITY;,NV;,23340;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-15b,15085.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FtAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-02-01,,LAWRENCE STATE BANK;,0;,N/A;,0;,N/A;,LAWRENCE STATE BANK;,LAWRENCE;,NE;,17891;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-269b,15086.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GOAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-07,1992-11-25,MED CENTER BANK;,0;,N/A;,0;,N/A;,MED CENTER BANK;,HOUSTON;,TX;,18065;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-14b,10044.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5HAAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-14,1993-03-26,BANK OF WALLOWA COUNTY;,0;,N/A;,0;,N/A;,BANK OF WALLOWA COUNTY;,JOSEPH;,OR;,17445;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-16b,10047.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z59sAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-14,1991-11-20,STATEWIDE THRIFT AND LOAN COMPANYT;,0;,N/A;,0;,N/A;,STATEWIDE THRIFT AND LOAN COMPANYT;,REDWOOD CITY;,CA;,26656;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-13b,10046.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z59rAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-15,1992-02-20,LAFAYETTE COUNTY STATE BANK;,0;,N/A;,0;,N/A;,LAFAYETTE COUNTY STATE BANK;,MAYO;,FL;,16396;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-19b,10048.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z59tAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-16,1994-09-01,MERCANTILE BANK OF FORT WORTH;,0;,N/A;,0;,N/A;,MERCANTILE BANK OF FORT WORTH;,FORT WORTH;,TX;,22790;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-231b,10049.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z59uAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-21,1991-03-25,FIRST STATE BANK;,0;,N/A;,0;,N/A;,FIRST STATE BANK;,BANDERA;,TX;,11174;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-230b,10050.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z59vAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-02-21,,THE FIRST SECURITY BANK;,0;,N/A;,0;,N/A;,THE FIRST SECURITY BANK;,BEAVER;,OK;,4041;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-200b,15088.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GQAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1990-02-22,1991-02-13,BANK OF THE HILLS;,0;,N/A;,0;,N/A;,BANK OF THE HILLS;,AUSTIN;,TX;,20579;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-21b,10051.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5A1AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-02,1994-03-21,FAIRBURN BANKING COMPANY;,0;,N/A;,0;,N/A;,FAIRBURN BANKING COMPANY;,FAIRBURN;,GA;,161;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-28b,10052.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5BzAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-06,1992-09-03,THE CITIZENS BANK OF SPARTA;,0;,N/A;,0;,N/A;,THE CITIZENS BANK OF SPARTA;,SPARTA;,MO;,12459;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-30b,10053.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5C0AAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-03-08,,PEOPLES BANK AND TRUST COMPANY;,0;,N/A;,0;,N/A;,PEOPLES BANK AND TRUST COMPANY;,WATERLOO;,IA;,16092;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-142b,15090.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5GSAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-03-13,,THE STATE BANK OF WYNNEWOOD;,0;,N/A;,0;,N/A;,THE STATE BANK OF WYNNEWOOD;,WYNNEWOOD;,OK;,4232;,Termination of Action,Cease and Desist / Consent Orders,FDIC-83-203b,15094.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5HBAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-03-14,,COMMUNITY STATE BANK OF ONALASKA;,0;,N/A;,0;,N/A;,COMMUNITY STATE BANK OF ONALASKA;,ONALASKA;,TX;,24075;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-141b,15096.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5HoAAK?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1990-03-14,,THE COMMERCIAL BANK;,0;,N/A;,0;,N/A;,THE COMMERCIAL BANK;,WOODVILLE;,MS;,8554;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-7b,15095.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4I6AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-14,1993-06-10,"FEDERAL FINANCE AND MORTGAGE, LTD.;",0;,N/A;,0;,N/A;,"FEDERAL FINANCE AND MORTGAGE, LTD.;",HONOLULU;,HI;,26241;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-89-179b,10054.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5C1AAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-03-15,,FIRST STATE SAVINGS BANK;,0;,N/A;,0;,N/A;,FIRST STATE SAVINGS BANK;,MCGREGOR;,IA;,221;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-131b,15097.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5HvAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-16,1993-04-23,SECURITY STATE BANK;,0;,N/A;,0;,N/A;,SECURITY STATE BANK;,FORT SCOTT;,KS;,18488;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-33b,10055.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5C3AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-23,1991-11-14,AMERICAN STATE BANK;,0;,N/A;,0;,N/A;,AMERICAN STATE BANK;,BROKEN BOW;,OK;,22569;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-43b,10056.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5C4AAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-26,1993-07-19,ITASCA STATE BANK;,0;,N/A;,0;,N/A;,ITASCA STATE BANK;,ITASCA;,TX;,3273;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-23b,10057.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5DyAAK?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1990-03-27,,CENTRAL BANK AND TRUST;,0;,N/A;,0;,N/A;,CENTRAL BANK AND TRUST;,LANDER;,WY;,529;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-236b,15104.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5IbAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1990-03-30,1991-05-14,CHIRENO STATE BANK;,0;,N/A;,0;,N/A;,CHIRENO STATE BANK;,CHIRENO;,TX;,8441;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-32b,10059.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z67kAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1990-04-02,1991-09-20,RESOURCES INDUSTRIAL BANK;,0;,N/A;,0;,N/A;,RESOURCES INDUSTRIAL BANK;,DENVER;,CO;,24887;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-90-31b,10060.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5FXAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-04-02,,THE FIRST STATE BANK;,0;,N/A;,0;,N/A;,THE FIRST STATE BANK;,ALMENA;,KS;,15426;,Termination of Action,Cease and Desist / Consent Orders,FDIC-87-159b,15106.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5J7AAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1990-04-05,,COMMUNITY BANK;,0;,N/A;,0;,N/A;,COMMUNITY BANK;,NEW CANEY;,TX;,19602;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-69b,15107.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5J8AAK?operationContext=S1
